"station","valid","tmpf","relh","datetime","date","hour","year","month","doy","temp_c"
"AVQ","2018-09-04 06:55",74.5,62.79,2018-09-04 06:55:00,2018-09-04,6,2018,9,247,23.6111111111111
"AVQ","2018-09-04 07:55",77.5,59.08,2018-09-04 07:55:00,2018-09-04,7,2018,9,247,25.2777777777778
"AVQ","2018-09-04 08:55",82.2,48.71,2018-09-04 08:55:00,2018-09-04,8,2018,9,247,27.8888888888889
"AVQ","2018-09-04 09:55",84.2,41.92,2018-09-04 09:55:00,2018-09-04,9,2018,9,247,29
"AVQ","2018-09-04 10:55",83.7,48.76,2018-09-04 10:55:00,2018-09-04,10,2018,9,247,28.7222222222222
"AVQ","2018-09-04 11:55",88.3,38.25,2018-09-04 11:55:00,2018-09-04,11,2018,9,247,31.2777777777778
"AVQ","2018-09-04 12:55",89.6,33.32,2018-09-04 12:55:00,2018-09-04,12,2018,9,247,32
"AVQ","2018-09-04 13:55",90.5,29.37,2018-09-04 13:55:00,2018-09-04,13,2018,9,247,32.5
"AVQ","2018-09-04 14:55",92,28.11,2018-09-04 14:55:00,2018-09-04,14,2018,9,247,33.3333333333333
"AVQ","2018-09-04 15:55",92,25.11,2018-09-04 15:55:00,2018-09-04,15,2018,9,247,33.3333333333333
"AVQ","2018-09-04 16:55",93,24.15,2018-09-04 16:55:00,2018-09-04,16,2018,9,247,33.8888888888889
"AVQ","2018-09-04 17:55",90.5,28.11,2018-09-04 17:55:00,2018-09-04,17,2018,9,247,32.5
"AVQ","2018-09-04 18:55",88,33.08,2018-09-04 18:55:00,2018-09-04,18,2018,9,247,31.1111111111111
"AVQ","2018-09-04 19:55",83.8,44.48,2018-09-04 19:55:00,2018-09-04,19,2018,9,247,28.7777777777778
"AVQ","2018-09-04 20:55",84,39.4,2018-09-04 20:55:00,2018-09-04,20,2018,9,247,28.8888888888889
"AVQ","2018-09-04 21:55",81.7,42.14,2018-09-04 21:55:00,2018-09-04,21,2018,9,247,27.6111111111111
"AVQ","2018-09-04 22:55",81.7,43.53,2018-09-04 22:55:00,2018-09-04,22,2018,9,247,27.6111111111111
"AVQ","2018-09-04 23:55",80,49.6,2018-09-04 23:55:00,2018-09-04,23,2018,9,247,26.6666666666667
"AVQ","2018-09-05 00:55",78,56.08,2018-09-05 00:55:00,2018-09-05,0,2018,9,248,25.5555555555556
"AVQ","2018-09-05 01:55",76.6,60.01,2018-09-05 01:55:00,2018-09-05,1,2018,9,248,24.7777777777778
"AVQ","2018-09-05 02:55",75.7,60.97,2018-09-05 02:55:00,2018-09-05,2,2018,9,248,24.2777777777778
"AVQ","2018-09-05 04:55",75.2,60.04,2018-09-05 04:55:00,2018-09-05,4,2018,9,248,24
"AVQ","2018-09-05 05:55",73.6,65.41,2018-09-05 05:55:00,2018-09-05,5,2018,9,248,23.1111111111111
"AVQ","2018-09-05 06:55",74,63.64,2018-09-05 06:55:00,2018-09-05,6,2018,9,248,23.3333333333333
"AVQ","2018-09-05 07:55",77.4,57.01,2018-09-05 07:55:00,2018-09-05,7,2018,9,248,25.2222222222222
"AVQ","2018-09-05 08:55",82.8,45.29,2018-09-05 08:55:00,2018-09-05,8,2018,9,248,28.2222222222222
"AVQ","2018-09-05 09:55",85.6,39.93,2018-09-05 09:55:00,2018-09-05,9,2018,9,248,29.7777777777778
"AVQ","2018-09-05 10:55",89,33.7,2018-09-05 10:55:00,2018-09-05,10,2018,9,248,31.6666666666667
"AVQ","2018-09-05 11:55",91,29.12,2018-09-05 11:55:00,2018-09-05,11,2018,9,248,32.7777777777778
"AVQ","2018-09-05 12:55",94,24.4,2018-09-05 12:55:00,2018-09-05,12,2018,9,248,34.4444444444444
"AVQ","2018-09-05 13:55",95.7,21.73,2018-09-05 13:55:00,2018-09-05,13,2018,9,248,35.3888888888889
"AVQ","2018-09-05 14:55",97,19.31,2018-09-05 14:55:00,2018-09-05,14,2018,9,248,36.1111111111111
"AVQ","2018-09-05 15:55",97,18.88,2018-09-05 15:55:00,2018-09-05,15,2018,9,248,36.1111111111111
"AVQ","2018-09-05 16:55",96.6,18.47,2018-09-05 16:55:00,2018-09-05,16,2018,9,248,35.8888888888889
"AVQ","2018-09-05 17:55",91,24.12,2018-09-05 17:55:00,2018-09-05,17,2018,9,248,32.7777777777778
"AVQ","2018-09-05 18:55",87.3,32.14,2018-09-05 18:55:00,2018-09-05,18,2018,9,248,30.7222222222222
"AVQ","2018-09-05 19:55",86.4,33.44,2018-09-05 19:55:00,2018-09-05,19,2018,9,248,30.2222222222222
"AVQ","2018-09-05 20:55",85.5,34.41,2018-09-05 20:55:00,2018-09-05,20,2018,9,248,29.7222222222222
"AVQ","2018-09-05 21:55",84.4,36.84,2018-09-05 21:55:00,2018-09-05,21,2018,9,248,29.1111111111111
"AVQ","2018-09-05 22:55",81,42.66,2018-09-05 22:55:00,2018-09-05,22,2018,9,248,27.2222222222222
"AVQ","2018-09-05 23:55",81.3,34.27,2018-09-05 23:55:00,2018-09-05,23,2018,9,248,27.3888888888889
"AVQ","2018-09-06 00:55",79.5,45.28,2018-09-06 00:55:00,2018-09-06,0,2018,9,249,26.3888888888889
"AVQ","2018-09-06 01:55",77.7,52.19,2018-09-06 01:55:00,2018-09-06,1,2018,9,249,25.3888888888889
"AVQ","2018-09-06 02:55",77.5,51.98,2018-09-06 02:55:00,2018-09-06,2,2018,9,249,25.2777777777778
"AVQ","2018-09-06 03:55",78.6,46.64,2018-09-06 03:55:00,2018-09-06,3,2018,9,249,25.8888888888889
"AVQ","2018-09-06 04:55",75.4,51.49,2018-09-06 04:55:00,2018-09-06,4,2018,9,249,24.1111111111111
"AVQ","2018-09-06 05:55",74.7,54.84,2018-09-06 05:55:00,2018-09-06,5,2018,9,249,23.7222222222222
"AVQ","2018-09-06 06:55",73.2,59.15,2018-09-06 06:55:00,2018-09-06,6,2018,9,249,22.8888888888889
"AVQ","2018-09-06 07:55",80,41.56,2018-09-06 07:55:00,2018-09-06,7,2018,9,249,26.6666666666667
"AVQ","2018-09-06 08:55",85.8,30.53,2018-09-06 08:55:00,2018-09-06,8,2018,9,249,29.8888888888889
"AVQ","2018-09-06 09:55",90.5,22.83,2018-09-06 09:55:00,2018-09-06,9,2018,9,249,32.5
"AVQ","2018-09-06 10:55",92.8,20.69,2018-09-06 10:55:00,2018-09-06,10,2018,9,249,33.7777777777778
"AVQ","2018-09-06 11:55",95.2,18.15,2018-09-06 11:55:00,2018-09-06,11,2018,9,249,35.1111111111111
"AVQ","2018-09-06 13:55",98,16.58,2018-09-06 13:55:00,2018-09-06,13,2018,9,249,36.6666666666667
"AVQ","2018-09-06 14:55",98.6,16.23,2018-09-06 14:55:00,2018-09-06,14,2018,9,249,37
"AVQ","2018-09-06 15:55",100,14.53,2018-09-06 15:55:00,2018-09-06,15,2018,9,249,37.7777777777778
"AVQ","2018-09-06 16:55",100,14.36,2018-09-06 16:55:00,2018-09-06,16,2018,9,249,37.7777777777778
"AVQ","2018-09-06 17:55",97.3,16.45,2018-09-06 17:55:00,2018-09-06,17,2018,9,249,36.2777777777778
"AVQ","2018-09-06 18:55",93.6,18.57,2018-09-06 18:55:00,2018-09-06,18,2018,9,249,34.2222222222222
"AVQ","2018-09-06 19:55",89,23.32,2018-09-06 19:55:00,2018-09-06,19,2018,9,249,31.6666666666667
"AVQ","2018-09-06 20:55",87.8,24.49,2018-09-06 20:55:00,2018-09-06,20,2018,9,249,31
"AVQ","2018-09-06 21:55",85.5,27.46,2018-09-06 21:55:00,2018-09-06,21,2018,9,249,29.7222222222222
"AVQ","2018-09-06 22:55",84.4,28.45,2018-09-06 22:55:00,2018-09-06,22,2018,9,249,29.1111111111111
"AVQ","2018-09-06 23:55",80.8,36.55,2018-09-06 23:55:00,2018-09-06,23,2018,9,249,27.1111111111111
"AVQ","2018-09-07 00:55",82.6,32.73,2018-09-07 00:55:00,2018-09-07,0,2018,9,250,28.1111111111111
"AVQ","2018-09-07 01:55",80,37.64,2018-09-07 01:55:00,2018-09-07,1,2018,9,250,26.6666666666667
"AVQ","2018-09-07 02:55",80,36.95,2018-09-07 02:55:00,2018-09-07,2,2018,9,250,26.6666666666667
"AVQ","2018-09-07 03:55",78.4,39.25,2018-09-07 03:55:00,2018-09-07,3,2018,9,250,25.7777777777778
"AVQ","2018-09-07 04:55",78,39.2,2018-09-07 04:55:00,2018-09-07,4,2018,9,250,25.5555555555556
"AVQ","2018-09-07 05:55",75.6,43.71,2018-09-07 05:55:00,2018-09-07,5,2018,9,250,24.2222222222222
"AVQ","2018-09-07 06:55",77.5,40.14,2018-09-07 06:55:00,2018-09-07,6,2018,9,250,25.2777777777778
"AVQ","2018-09-07 07:55",81,35.38,2018-09-07 07:55:00,2018-09-07,7,2018,9,250,27.2222222222222
"AVQ","2018-09-07 08:55",88,26.62,2018-09-07 08:55:00,2018-09-07,8,2018,9,250,31.1111111111111
"AVQ","2018-09-07 09:55",91.2,22.93,2018-09-07 09:55:00,2018-09-07,9,2018,9,250,32.8888888888889
"AVQ","2018-09-07 10:55",93.7,20.89,2018-09-07 10:55:00,2018-09-07,10,2018,9,250,34.2777777777778
"AVQ","2018-09-07 11:55",94.6,19.57,2018-09-07 11:55:00,2018-09-07,11,2018,9,250,34.7777777777778
"AVQ","2018-09-07 12:55",97.3,16.32,2018-09-07 12:55:00,2018-09-07,12,2018,9,250,36.2777777777778
"AVQ","2018-09-07 13:55",98.2,16.56,2018-09-07 13:55:00,2018-09-07,13,2018,9,250,36.7777777777778
"AVQ","2018-09-07 14:55",99.3,15.36,2018-09-07 14:55:00,2018-09-07,14,2018,9,250,37.3888888888889
"AVQ","2018-09-07 15:55",100.6,14.49,2018-09-07 15:55:00,2018-09-07,15,2018,9,250,38.1111111111111
"AVQ","2018-09-07 16:55",100,15.04,2018-09-07 16:55:00,2018-09-07,16,2018,9,250,37.7777777777778
"AVQ","2018-09-07 17:55",98,17.42,2018-09-07 17:55:00,2018-09-07,17,2018,9,250,36.6666666666667
"AVQ","2018-09-07 18:55",92.8,21.41,2018-09-07 18:55:00,2018-09-07,18,2018,9,250,33.7777777777778
"AVQ","2018-09-07 19:55",90,22.42,2018-09-07 19:55:00,2018-09-07,19,2018,9,250,32.2222222222222
"AVQ","2018-09-07 20:55",88,23.52,2018-09-07 20:55:00,2018-09-07,20,2018,9,250,31.1111111111111
"AVQ","2018-09-07 21:55",88.2,21.99,2018-09-07 21:55:00,2018-09-07,21,2018,9,250,31.2222222222222
"AVQ","2018-09-07 22:55",84.4,26.79,2018-09-07 22:55:00,2018-09-07,22,2018,9,250,29.1111111111111
"AVQ","2018-09-07 23:55",82,30.17,2018-09-07 23:55:00,2018-09-07,23,2018,9,250,27.7777777777778
"AVQ","2018-09-08 00:55",82.6,29.15,2018-09-08 00:55:00,2018-09-08,0,2018,9,251,28.1111111111111
"AVQ","2018-09-08 01:55",82,30.74,2018-09-08 01:55:00,2018-09-08,1,2018,9,251,27.7777777777778
"AVQ","2018-09-08 02:55",80.2,34.61,2018-09-08 02:55:00,2018-09-08,2,2018,9,251,26.7777777777778
"AVQ","2018-09-08 03:55",81.7,33.7,2018-09-08 03:55:00,2018-09-08,3,2018,9,251,27.6111111111111
"AVQ","2018-09-08 04:55",81.3,33.14,2018-09-08 04:55:00,2018-09-08,4,2018,9,251,27.3888888888889
"AVQ","2018-09-08 05:55",79.7,36.92,2018-09-08 05:55:00,2018-09-08,5,2018,9,251,26.5
"AVQ","2018-09-08 06:55",80,38.65,2018-09-08 06:55:00,2018-09-08,6,2018,9,251,26.6666666666667
"AVQ","2018-09-08 07:55",84.6,32.32,2018-09-08 07:55:00,2018-09-08,7,2018,9,251,29.2222222222222
"AVQ","2018-09-08 08:55",89,28.39,2018-09-08 08:55:00,2018-09-08,8,2018,9,251,31.6666666666667
"AVQ","2018-09-08 09:55",92,25.02,2018-09-08 09:55:00,2018-09-08,9,2018,9,251,33.3333333333333
"AVQ","2018-09-08 10:55",95.5,21.14,2018-09-08 10:55:00,2018-09-08,10,2018,9,251,35.2777777777778
"AVQ","2018-09-08 11:55",97,19.52,2018-09-08 11:55:00,2018-09-08,11,2018,9,251,36.1111111111111
"AVQ","2018-09-08 12:55",98.6,16.48,2018-09-08 12:55:00,2018-09-08,12,2018,9,251,37
"AVQ","2018-09-08 13:55",100.2,15.06,2018-09-08 13:55:00,2018-09-08,13,2018,9,251,37.8888888888889
"AVQ","2018-09-08 14:55",101,13.58,2018-09-08 14:55:00,2018-09-08,14,2018,9,251,38.3333333333333
"AVQ","2018-09-08 15:55",102.4,11.85,2018-09-08 15:55:00,2018-09-08,15,2018,9,251,39.1111111111111
"AVQ","2018-09-08 16:55",101.7,13.33,2018-09-08 16:55:00,2018-09-08,16,2018,9,251,38.7222222222222
"AVQ","2018-09-08 17:55",100.4,12.59,2018-09-08 17:55:00,2018-09-08,17,2018,9,251,38
"AVQ","2018-09-08 18:55",94.5,16.99,2018-09-08 18:55:00,2018-09-08,18,2018,9,251,34.7222222222222
"AVQ","2018-09-08 19:55",90,19.92,2018-09-08 19:55:00,2018-09-08,19,2018,9,251,32.2222222222222
"AVQ","2018-09-08 20:55",88.3,22.09,2018-09-08 20:55:00,2018-09-08,20,2018,9,251,31.2777777777778
"AVQ","2018-09-08 21:55",87,24.17,2018-09-08 21:55:00,2018-09-08,21,2018,9,251,30.5555555555556
"AVQ","2018-09-08 22:55",85.5,24.15,2018-09-08 22:55:00,2018-09-08,22,2018,9,251,29.7222222222222
"AVQ","2018-09-08 23:55",85.6,22.73,2018-09-08 23:55:00,2018-09-08,23,2018,9,251,29.7777777777778
"AVQ","2018-09-09 00:55",84.2,37.89,2018-09-09 00:55:00,2018-09-09,0,2018,9,252,29
"AVQ","2018-09-09 01:55",82.6,37.51,2018-09-09 01:55:00,2018-09-09,1,2018,9,252,28.1111111111111
"AVQ","2018-09-09 02:55",81.7,34.84,2018-09-09 02:55:00,2018-09-09,2,2018,9,252,27.6111111111111
"AVQ","2018-09-09 03:55",79.3,43.8,2018-09-09 03:55:00,2018-09-09,3,2018,9,252,26.2777777777778
"AVQ","2018-09-09 04:55",78.6,44.49,2018-09-09 04:55:00,2018-09-09,4,2018,9,252,25.8888888888889
"AVQ","2018-09-09 05:55",77.4,53.09,2018-09-09 05:55:00,2018-09-09,5,2018,9,252,25.2222222222222
"AVQ","2018-09-09 06:55",77.4,45.13,2018-09-09 06:55:00,2018-09-09,6,2018,9,252,25.2222222222222
"AVQ","2018-09-09 07:55",83.3,43.15,2018-09-09 07:55:00,2018-09-09,7,2018,9,252,28.5
"AVQ","2018-09-09 08:55",86.4,38.92,2018-09-09 08:55:00,2018-09-09,8,2018,9,252,30.2222222222222
"AVQ","2018-09-09 09:55",89,34.94,2018-09-09 09:55:00,2018-09-09,9,2018,9,252,31.6666666666667
"AVQ","2018-09-09 10:55",92,30.67,2018-09-09 10:55:00,2018-09-09,10,2018,9,252,33.3333333333333
"AVQ","2018-09-09 11:55",93.7,27.67,2018-09-09 11:55:00,2018-09-09,11,2018,9,252,34.2777777777778
"AVQ","2018-09-09 12:55",96,24.68,2018-09-09 12:55:00,2018-09-09,12,2018,9,252,35.5555555555556
"AVQ","2018-09-09 13:55",99,19.43,2018-09-09 13:55:00,2018-09-09,13,2018,9,252,37.2222222222222
"AVQ","2018-09-09 14:55",100,15.15,2018-09-09 14:55:00,2018-09-09,14,2018,9,252,37.7777777777778
"AVQ","2018-09-09 15:55",100.4,17.15,2018-09-09 15:55:00,2018-09-09,15,2018,9,252,38
"AVQ","2018-09-09 16:55",100.4,14.46,2018-09-09 16:55:00,2018-09-09,16,2018,9,252,38
"AVQ","2018-09-09 17:55",98,16.17,2018-09-09 17:55:00,2018-09-09,17,2018,9,252,36.6666666666667
"AVQ","2018-09-09 18:55",92.7,21.31,2018-09-09 18:55:00,2018-09-09,18,2018,9,252,33.7222222222222
"AVQ","2018-09-09 19:55",89,24.46,2018-09-09 19:55:00,2018-09-09,19,2018,9,252,31.6666666666667
"AVQ","2018-09-09 20:55",87.8,24.3,2018-09-09 20:55:00,2018-09-09,20,2018,9,252,31
"AVQ","2018-09-09 21:55",85.5,27.67,2018-09-09 21:55:00,2018-09-09,21,2018,9,252,29.7222222222222
"AVQ","2018-09-09 22:55",84,30.03,2018-09-09 22:55:00,2018-09-09,22,2018,9,252,28.8888888888889
"AVQ","2018-09-09 23:55",83.3,28.07,2018-09-09 23:55:00,2018-09-09,23,2018,9,252,28.5
"AVQ","2018-09-10 00:55",83,31.46,2018-09-10 00:55:00,2018-09-10,0,2018,9,253,28.3333333333333
"AVQ","2018-09-10 01:55",81.5,38.45,2018-09-10 01:55:00,2018-09-10,1,2018,9,253,27.5
"AVQ","2018-09-10 02:55",80,38.37,2018-09-10 02:55:00,2018-09-10,2,2018,9,253,26.6666666666667
"AVQ","2018-09-10 03:55",77.7,41.83,2018-09-10 03:55:00,2018-09-10,3,2018,9,253,25.3888888888889
"AVQ","2018-09-10 04:55",76.8,44.54,2018-09-10 04:55:00,2018-09-10,4,2018,9,253,24.8888888888889
"AVQ","2018-09-10 05:55",77.5,46.14,2018-09-10 05:55:00,2018-09-10,5,2018,9,253,25.2777777777778
"AVQ","2018-09-10 06:55",78,44.42,2018-09-10 06:55:00,2018-09-10,6,2018,9,253,25.5555555555556
"AVQ","2018-09-10 07:55",81.7,44,2018-09-10 07:55:00,2018-09-10,7,2018,9,253,27.6111111111111
"AVQ","2018-09-10 08:55",85.5,38.23,2018-09-10 08:55:00,2018-09-10,8,2018,9,253,29.7222222222222
"AVQ","2018-09-10 09:55",90,32.55,2018-09-10 09:55:00,2018-09-10,9,2018,9,253,32.2222222222222
"AVQ","2018-09-10 10:55",92.7,28.54,2018-09-10 10:55:00,2018-09-10,10,2018,9,253,33.7222222222222
"AVQ","2018-09-10 11:55",95,24.44,2018-09-10 11:55:00,2018-09-10,11,2018,9,253,35
"AVQ","2018-09-10 12:55",97.7,19.76,2018-09-10 12:55:00,2018-09-10,12,2018,9,253,36.5
"AVQ","2018-09-10 13:55",100,13.92,2018-09-10 13:55:00,2018-09-10,13,2018,9,253,37.7777777777778
"AVQ","2018-09-10 14:55",101,12.18,2018-09-10 14:55:00,2018-09-10,14,2018,9,253,38.3333333333333
"AVQ","2018-09-10 15:55",101,12.69,2018-09-10 15:55:00,2018-09-10,15,2018,9,253,38.3333333333333
"AVQ","2018-09-10 16:55",100.4,13.87,2018-09-10 16:55:00,2018-09-10,16,2018,9,253,38
"AVQ","2018-09-10 17:55",98.6,15.1,2018-09-10 17:55:00,2018-09-10,17,2018,9,253,37
"AVQ","2018-09-10 18:55",94.6,17.4,2018-09-10 18:55:00,2018-09-10,18,2018,9,253,34.7777777777778
"AVQ","2018-09-10 19:55",91.8,19.49,2018-09-10 19:55:00,2018-09-10,19,2018,9,253,33.2222222222222
"AVQ","2018-09-10 20:55",89,22.29,2018-09-10 20:55:00,2018-09-10,20,2018,9,253,31.6666666666667
"AVQ","2018-09-10 21:55",85.3,27.64,2018-09-10 21:55:00,2018-09-10,21,2018,9,253,29.6111111111111
"AVQ","2018-09-10 22:55",84.2,27.47,2018-09-10 22:55:00,2018-09-10,22,2018,9,253,29
"AVQ","2018-09-10 23:55",83,28.9,2018-09-10 23:55:00,2018-09-10,23,2018,9,253,28.3333333333333
"AVQ","2018-09-11 00:55",79.7,33.14,2018-09-11 00:55:00,2018-09-11,0,2018,9,254,26.5
"AVQ","2018-09-11 01:55",79.7,32.52,2018-09-11 01:55:00,2018-09-11,1,2018,9,254,26.5
"AVQ","2018-09-11 02:55",79.3,32.22,2018-09-11 02:55:00,2018-09-11,2,2018,9,254,26.2777777777778
"AVQ","2018-09-11 03:55",79.3,32.71,2018-09-11 03:55:00,2018-09-11,3,2018,9,254,26.2777777777778
"AVQ","2018-09-11 04:55",78.3,34.18,2018-09-11 04:55:00,2018-09-11,4,2018,9,254,25.7222222222222
"AVQ","2018-09-11 05:55",76,39.92,2018-09-11 05:55:00,2018-09-11,5,2018,9,254,24.4444444444444
"AVQ","2018-09-11 06:55",76.5,40.73,2018-09-11 06:55:00,2018-09-11,6,2018,9,254,24.7222222222222
"AVQ","2018-09-11 07:55",81,34.36,2018-09-11 07:55:00,2018-09-11,7,2018,9,254,27.2222222222222
"AVQ","2018-09-11 08:55",85.3,31.13,2018-09-11 08:55:00,2018-09-11,8,2018,9,254,29.6111111111111
"AVQ","2018-09-11 09:55",91.6,24.22,2018-09-11 09:55:00,2018-09-11,9,2018,9,254,33.1111111111111
"AVQ","2018-09-11 10:55",95.7,16.37,2018-09-11 10:55:00,2018-09-11,10,2018,9,254,35.3888888888889
"AVQ","2018-09-11 11:55",98.8,10.68,2018-09-11 11:55:00,2018-09-11,11,2018,9,254,37.1111111111111
"AVQ","2018-09-11 12:55",101,11.03,2018-09-11 12:55:00,2018-09-11,12,2018,9,254,38.3333333333333
"AVQ","2018-09-11 13:55",102.2,10.9,2018-09-11 13:55:00,2018-09-11,13,2018,9,254,39
"AVQ","2018-09-11 14:55",102.6,9.53,2018-09-11 14:55:00,2018-09-11,14,2018,9,254,39.2222222222222
"AVQ","2018-09-11 15:55",102.6,10.39,2018-09-11 15:55:00,2018-09-11,15,2018,9,254,39.2222222222222
"AVQ","2018-09-11 16:55",103,9.31,2018-09-11 16:55:00,2018-09-11,16,2018,9,254,39.4444444444444
"AVQ","2018-09-11 17:55",101.3,9.98,2018-09-11 17:55:00,2018-09-11,17,2018,9,254,38.5
"AVQ","2018-09-11 18:55",96.4,13.57,2018-09-11 18:55:00,2018-09-11,18,2018,9,254,35.7777777777778
"AVQ","2018-09-11 19:55",91.8,16.78,2018-09-11 19:55:00,2018-09-11,19,2018,9,254,33.2222222222222
"AVQ","2018-09-11 20:55",89.8,17.59,2018-09-11 20:55:00,2018-09-11,20,2018,9,254,32.1111111111111
"AVQ","2018-09-11 21:55",87.3,20.56,2018-09-11 21:55:00,2018-09-11,21,2018,9,254,30.7222222222222
"AVQ","2018-09-11 22:55",85.8,22.59,2018-09-11 22:55:00,2018-09-11,22,2018,9,254,29.8888888888889
"AVQ","2018-09-11 23:55",82.6,25.62,2018-09-11 23:55:00,2018-09-11,23,2018,9,254,28.1111111111111
"AVQ","2018-09-12 00:55",83,25.21,2018-09-12 00:55:00,2018-09-12,0,2018,9,255,28.3333333333333
"AVQ","2018-09-12 01:55",81,27.42,2018-09-12 01:55:00,2018-09-12,1,2018,9,255,27.2222222222222
"AVQ","2018-09-12 02:55",79.2,30.43,2018-09-12 02:55:00,2018-09-12,2,2018,9,255,26.2222222222222
"AVQ","2018-09-12 03:55",76.5,31.9,2018-09-12 03:55:00,2018-09-12,3,2018,9,255,24.7222222222222
"AVQ","2018-09-12 04:55",73.8,38.68,2018-09-12 04:55:00,2018-09-12,4,2018,9,255,23.2222222222222
"AVQ","2018-09-12 05:55",74.8,36.7,2018-09-12 05:55:00,2018-09-12,5,2018,9,255,23.7777777777778
"AVQ","2018-09-12 06:55",75.4,36.93,2018-09-12 06:55:00,2018-09-12,6,2018,9,255,24.1111111111111
"AVQ","2018-09-12 07:55",80,31.83,2018-09-12 07:55:00,2018-09-12,7,2018,9,255,26.6666666666667
"AVQ","2018-09-12 08:55",85.3,25.83,2018-09-12 08:55:00,2018-09-12,8,2018,9,255,29.6111111111111
"AVQ","2018-09-12 09:55",91.8,19.27,2018-09-12 09:55:00,2018-09-12,9,2018,9,255,33.2222222222222
"AVQ","2018-09-12 10:55",97.5,12.13,2018-09-12 10:55:00,2018-09-12,10,2018,9,255,36.3888888888889
"AVQ","2018-09-12 11:55",99.3,11.17,2018-09-12 11:55:00,2018-09-12,11,2018,9,255,37.3888888888889
"AVQ","2018-09-12 12:55",102,9.85,2018-09-12 12:55:00,2018-09-12,12,2018,9,255,38.8888888888889
"AVQ","2018-09-12 13:55",102.4,9.81,2018-09-12 13:55:00,2018-09-12,13,2018,9,255,39.1111111111111
"AVQ","2018-09-12 14:55",103.3,9.33,2018-09-12 14:55:00,2018-09-12,14,2018,9,255,39.6111111111111
"AVQ","2018-09-12 15:55",103,9.54,2018-09-12 15:55:00,2018-09-12,15,2018,9,255,39.4444444444444
"AVQ","2018-09-12 16:55",102,9.7,2018-09-12 16:55:00,2018-09-12,16,2018,9,255,38.8888888888889
"AVQ","2018-09-12 17:55",100,10.5,2018-09-12 17:55:00,2018-09-12,17,2018,9,255,37.7777777777778
"AVQ","2018-09-12 18:55",95.2,12.02,2018-09-12 18:55:00,2018-09-12,18,2018,9,255,35.1111111111111
"AVQ","2018-09-12 19:55",90.7,14.44,2018-09-12 19:55:00,2018-09-12,19,2018,9,255,32.6111111111111
"AVQ","2018-09-12 20:55",86.7,18.23,2018-09-12 20:55:00,2018-09-12,20,2018,9,255,30.3888888888889
"AVQ","2018-09-12 21:55",85.5,18.94,2018-09-12 21:55:00,2018-09-12,21,2018,9,255,29.7222222222222
"AVQ","2018-09-12 22:55",82.6,21.04,2018-09-12 22:55:00,2018-09-12,22,2018,9,255,28.1111111111111
"AVQ","2018-09-12 23:55",82.4,21.51,2018-09-12 23:55:00,2018-09-12,23,2018,9,255,28
"AVQ","2018-09-13 00:55",80,23.79,2018-09-13 00:55:00,2018-09-13,0,2018,9,256,26.6666666666667
"AVQ","2018-09-13 01:55",76,28.34,2018-09-13 01:55:00,2018-09-13,1,2018,9,256,24.4444444444444
"AVQ","2018-09-13 02:55",76.5,27.46,2018-09-13 02:55:00,2018-09-13,2,2018,9,256,24.7222222222222
"AVQ","2018-09-13 03:55",73.2,33.51,2018-09-13 03:55:00,2018-09-13,3,2018,9,256,22.8888888888889
"AVQ","2018-09-13 04:55",70.5,38.3,2018-09-13 04:55:00,2018-09-13,4,2018,9,256,21.3888888888889
"AVQ","2018-09-13 05:55",69.4,40.84,2018-09-13 05:55:00,2018-09-13,5,2018,9,256,20.7777777777778
"AVQ","2018-09-13 06:55",71.8,38.36,2018-09-13 06:55:00,2018-09-13,6,2018,9,256,22.1111111111111
"AVQ","2018-09-13 07:55",78,31.52,2018-09-13 07:55:00,2018-09-13,7,2018,9,256,25.5555555555556
"AVQ","2018-09-13 08:55",83.7,25.79,2018-09-13 08:55:00,2018-09-13,8,2018,9,256,28.7222222222222
"AVQ","2018-09-13 09:55",89,19.8,2018-09-13 09:55:00,2018-09-13,9,2018,9,256,31.6666666666667
"AVQ","2018-09-13 10:55",94,10.46,2018-09-13 10:55:00,2018-09-13,10,2018,9,256,34.4444444444444
"AVQ","2018-09-13 11:55",96.8,9.28,2018-09-13 11:55:00,2018-09-13,11,2018,9,256,36
"AVQ","2018-09-13 12:55",99,8,2018-09-13 12:55:00,2018-09-13,12,2018,9,256,37.2222222222222
"AVQ","2018-09-13 13:55",100.4,8.08,2018-09-13 13:55:00,2018-09-13,13,2018,9,256,38
"AVQ","2018-09-13 14:55",101,9.01,2018-09-13 14:55:00,2018-09-13,14,2018,9,256,38.3333333333333
"AVQ","2018-09-13 15:55",101,8.94,2018-09-13 15:55:00,2018-09-13,15,2018,9,256,38.3333333333333
"AVQ","2018-09-13 16:55",100.2,10.16,2018-09-13 16:55:00,2018-09-13,16,2018,9,256,37.8888888888889
"AVQ","2018-09-13 17:55",98,11.72,2018-09-13 17:55:00,2018-09-13,17,2018,9,256,36.6666666666667
"AVQ","2018-09-13 18:55",92.7,13.19,2018-09-13 18:55:00,2018-09-13,18,2018,9,256,33.7222222222222
"AVQ","2018-09-13 19:55",89.4,14.12,2018-09-13 19:55:00,2018-09-13,19,2018,9,256,31.8888888888889
"AVQ","2018-09-13 20:55",87.3,15.09,2018-09-13 20:55:00,2018-09-13,20,2018,9,256,30.7222222222222
"AVQ","2018-09-13 21:55",85.6,15.55,2018-09-13 21:55:00,2018-09-13,21,2018,9,256,29.7777777777778
